,0,1
330,7.0155787,7.0595584
331,7.032304,7.070708
332,7.0465503,7.078141
333,7.045931,7.0688496
334,7.0490284,7.056461
335,7.0465503,7.0632753
336,7.0490284,7.049648
337,7.0409756,7.049648
338,7.0316844,7.039117
339,7.0360203,7.035401
340,7.0279675,7.0329227
341,7.021774,7.0341616
342,7.023012,7.0316844
343,7.023012,7.0192957
344,7.0149593,7.0248704
345,7.0087657,7.0143404
346,6.9957576,7.0155787
347,6.9815106,7.0093846
348,6.978414,7.007527
349,6.970361,7.0093846
350,6.98213,7.0149593
351,6.995138,7.0223927
352,6.9908023,7.0106235
353,6.9802723,7.000713
354,6.964787,6.9938993
355,6.9660254,6.991421
356,6.951779,6.9771748
357,6.9369125,6.975936
358,6.935674,6.965406
359,6.9344344,6.9678836
360,6.9239044,6.958592
361,6.920188,6.951779
362,6.915852,6.945585
363,6.9127555,6.9406295
364,6.909658,6.941249
365,6.9022255,6.937532
366,6.903464,6.9325767
367,6.89665,6.929479
368,6.913994,6.935674
369,6.9319572,6.9616895
370,6.94001,6.9678836
371,6.956115,6.964787
372,6.9554954,6.959831
373,6.9499207,6.9554954
374,6.9468236,6.953017
375,6.9443455,6.953017
376,6.9424872,6.949301
377,6.946204,6.946204
378,6.94001,6.9474425
379,6.943726,6.953017
380,6.94001,6.9511595
381,6.9406295,6.9579725
382,6.930719,6.962309
383,6.935054,6.9685035
384,6.9362936,6.9641676
385,6.9362936,6.967264
386,6.928241,6.9709806
387,6.94001,6.9877057
388,6.962928,7.005668
389,6.9709806,7.0106235
390,6.9746976,7.0044293
391,6.9746976,6.995138
392,6.965406,6.9895635
393,6.956115,6.9765553
394,6.954257,6.973459
395,6.95054,6.972839
396,6.9474425,6.9604506
397,6.9449654,6.956115
398,6.943726,6.9554954
399,6.933196,6.951779
400,6.933196,6.9468236
401,6.920188,6.945585
402,6.917711,6.9511595
403,6.908419,6.9511595
404,6.8916945,6.935054
405,6.87559,6.9257636
406,6.8762093,6.93939
407,6.8879786,6.9499207
408,6.8774476,6.941249
409,6.8774476,6.9319572
410,6.86444,6.924524
411,6.8532906,6.915852
412,6.8501935,6.9108963
413,6.8396635,6.899128
414,6.83223,6.8985085
415,6.837186,6.9009857
416,6.840902,6.8960304
417,6.8340883,6.899128
418,6.8340883,6.892314
419,6.8340883,6.8904557
420,6.8235583,6.8916945
421,6.8266554,6.894792
422,6.8309913,6.8960304
423,6.827894,6.8960304
424,6.83223,6.895411
425,6.840283,6.9047027
426,6.8501935,6.9195685
427,6.86444,6.9133744
428,6.8768287,6.9195685
429,6.8762093,6.913994
430,6.884262,6.91833
431,6.8774476,6.9146132
432,6.8793063,6.909658
433,6.8749704,6.9090385
434,6.8786874,6.9102774
435,6.8774476,6.917711
436,6.8762093,6.9195685
437,6.8786874,6.912136
438,6.8656793,6.9152327
439,6.8650594,6.913994
440,6.8514323,6.913994
441,6.8501935,6.912136
442,6.8390436,6.908419
443,6.847716,6.9152327
444,6.858246,6.9362936
445,6.8669176,6.933196
446,6.871873,6.9325767
447,6.871873,6.9232855
448,6.8693953,6.9170914
449,6.863821,6.915852
450,6.867537,6.9040833
451,6.855768,6.897889
452,6.860724,6.8916945
453,6.85391,6.8898363
454,6.840902,6.873732
455,6.8433795,6.867537
456,6.842141,6.855768
457,6.8359466,6.843999
458,6.827275,6.836566
459,6.8241777,6.8297524
460,6.813028,6.8223195
461,6.8136477,6.81055
462,6.814886,6.8136477
463,6.8235583,6.8173637
464,6.842141,6.824797
465,6.8396635,6.8173637
466,6.8470964,6.81117
467,6.835327,6.808692
468,6.837186,6.805595
469,6.8316107,6.8037367
470,6.8316107,6.8062143
471,6.829133,6.816745
472,6.822939,6.808692
473,6.814886,6.813028
474,6.8068337,6.81055
475,6.8161254,6.819842
476,6.793826,6.81117
477,6.7888703,6.813028
478,6.7783403,6.822939
479,6.7696686,6.8161254
480,6.7572803,6.8080726
481,6.7585187,6.8080726
482,6.772146,6.826036
483,6.7771015,6.827894
484,6.7857738,6.814267
485,6.7808185,6.8068337
486,6.7696686,6.798162
487,6.760377,6.7882514
488,6.7591386,6.7783403
489,6.7510858,6.772146
490,6.748608,6.7727656
491,6.7386975,6.7591386
492,6.734361,6.7510858
493,6.729406,6.73622
494,6.723212,6.733123
495,6.7120624,6.728167
496,6.706487,6.723212
497,6.6990542,6.7095847
498,6.6996737,6.7083454
499,6.6947184,6.698435
500,6.702771,6.708965
501,6.721973,6.7182565
502,6.732503,6.7114425
503,6.738078,6.7095847
504,6.739936,6.7040095
505,6.740556,6.7095847
506,6.7430334,6.7095847
507,6.7424135,6.7182565
508,6.7473693,6.7194953
509,6.7492275,6.7256894
510,6.7479887,6.726928
511,6.748608,6.73622
512,6.751705,6.739936
513,6.7461305,6.748608
514,6.741175,6.7609963
515,6.745511,6.764094
516,6.7368393,6.7665715
517,6.7306447,6.7609963
518,6.726928,6.7653327
519,6.728167,6.779579
520,6.7417946,6.790729
521,6.7535634,6.794445
522,6.7504663,6.787632
523,6.739936,6.7888703
524,6.7504663,6.787632
525,6.7430334,6.790729
526,6.741175,6.7801986
527,6.734361,6.773385
528,6.733123,6.7758627
529,6.7356005,6.769049
530,6.7312646,6.767191
531,6.7275476,6.7585187
532,6.728787,6.7609963
533,6.7151594,6.7554216
534,6.712682,6.752944
535,6.701532,6.7417946
536,6.6922407,6.7300253
537,6.6947184,6.728167
538,6.695957,6.7312646
539,6.705868,6.7386975
540,6.702771,6.729406
541,6.705249,6.7225924
542,6.69286,6.715779
543,6.697196,6.7095847
544,6.6817107,6.7002935
545,6.675516,6.695338
546,6.6748967,6.695338
547,6.670561,6.694099
548,6.6643667,6.6922407
549,6.663128,6.6891437
550,6.6643667,6.690382
551,6.647642,6.684808
552,6.6470227,6.689763
553,6.6377316,6.6885242
554,6.627821,6.6804714
555,6.6203876,6.679233
556,6.6191487,6.6804714
557,6.6364927,6.694099
558,6.648262,6.705868
559,6.6625085,6.702771
560,6.6643667,6.695957
561,6.6637473,6.697196
562,6.675516,6.701532
563,6.679233,6.7077265
564,6.6885242,6.7108235
565,6.695957,6.716398
566,6.70339,6.723212
567,6.7114425,6.7306447
568,6.713301,6.7306447
569,6.721973,6.737458
570,6.723831,6.732503
571,6.7263093,6.7349806
572,6.728167,6.726928
573,6.723831,6.721973
574,6.712682,6.7194953
575,6.7201147,6.718876
576,6.7300253,6.720734
577,6.7386975,6.7151594
578,6.7349806,6.712682
579,6.7263093,6.701532
580,6.7095847,6.6916213
581,6.7002935,6.678613
582,6.6891437,6.674278
583,6.6817107,6.6656055
584,6.6767554,6.6618886
585,6.6563144,6.6569333
586,6.659411,6.6569333
587,6.6513586,6.6563144
588,6.6457844,6.648262
589,6.625343,6.6451645
590,6.6185293,6.644545
591,6.6073794,6.6420674
592,6.5906553,6.635254
593,6.5764084,6.632157
594,6.5764084,6.633395
595,6.593753,6.6538367
596,6.597469,6.648881
597,6.5999465,6.6451645
598,6.6036634,6.6470227
599,6.602424,6.6389704
600,6.6036634,6.635873
601,6.5968494,6.6315374
602,6.6067605,6.640209
603,6.6110964,6.644545
604,6.624724,6.6408286
605,6.6234846,6.644545
606,6.634015,6.6433067
607,6.641448,6.6495004
608,6.6315374,6.651978
609,6.6389704,6.6581726
610,6.6513586,6.6618886
611,6.6495004,6.6606503
612,6.63959,6.6470227
613,6.6532173,6.6569333
614,6.6699414,6.674278
615,6.673658,6.663128
616,6.6748967,6.6538367
617,6.6748967,6.6433067
618,6.666225,6.634015
619,6.659411,6.622865
620,6.648881,6.617291
621,6.641448,6.616671
622,6.638351,6.613574
623,6.634015,6.6067605
624,6.62844,6.6055217
625,6.6315374,6.600566
626,6.6185293,6.5906553
627,6.600566,6.583842
628,6.5980883,6.5807447
629,6.5850806,6.5807447
630,6.5764084,6.5652595
631,6.5658784,6.566498
632,6.5708337,6.5702147
633,6.578886,6.5863194
634,6.581364,6.5776477
635,6.5708337,6.5708337
636,6.568356,6.568356
637,6.5689754,6.5689754
638,6.566498,6.5646396
639,6.5596843,6.559065
640,6.55349,6.557826
641,6.5627813,6.56402
642,6.566498,6.5708337
643,6.5658784,6.578267
644,6.5770283,6.581364
645,6.5757895,6.591894
646,6.5764084,6.600566
647,6.5807447,6.6055217
648,6.5708337,6.61791
649,6.569595,6.613574
650,6.567737,6.6160517
651,6.5807447,6.6327763
652,6.5925136,6.651978
653,6.598708,6.6457844
654,6.593133,6.642687
655,6.5980883,6.6464033
656,6.5881777,6.63959
657,6.578886,6.635254
658,6.569595,6.624724
659,6.556587,6.6197686
660,6.5466766,6.6185293
661,6.5460567,6.613574
662,6.5398626,6.613574
663,6.540482,6.609238
664,6.5336685,6.603044
665,6.5305715,6.594991
666,6.5293326,6.597469
667,6.5194216,6.591894
668,6.521899,6.5881777
669,6.528094,6.583842
670,6.547296,6.597469
671,6.566498,6.6110964
672,6.573312,6.600566
673,6.5807447,6.5993276
674,6.5776477,6.604283
675,6.593133,6.6079993
676,6.5894165,6.5993276
677,6.5894165,6.594991
678,6.593133,6.5956106
679,6.594991,6.597469
680,6.5925136,6.5894165
681,6.5881777,6.586939
682,6.588797,6.586939
683,6.5857,6.5770283
684,6.57517,6.567737
685,6.57517,6.5572066
686,6.5646396,6.562162
687,6.554729,6.5485344
688,6.5596843,6.557826
689,6.5689754,6.5652595
690,6.5819836,6.566498
691,6.5863194,6.5634007
692,6.578267,6.547915
693,6.569595,6.5423403
694,6.5708337,6.5349073
695,6.567117,6.5336685
696,6.556587,6.5188026
697,6.5510125,6.51075
698,6.5429597,6.5057945
699,6.5392437,6.498361
700,6.5411015,6.4921675
701,6.5262356,6.4791594
702,6.520661,6.480398
703,6.518183,6.4760623
704,6.513228,6.47854
705,6.500839,6.470487
706,6.5014586,6.470487
707,6.500839,6.4810176
708,6.513847,6.4952645
709,6.5249968,6.500839
710,6.531191,6.50022
711,6.533049,6.4996004
712,6.520661,6.502078
713,6.5305715,6.4996004
714,6.5150857,6.5088916
715,6.516944,6.51075
716,6.512608,6.5119886
717,6.511369,6.513228
718,6.5144663,6.516944
719,6.50022,6.5070333
720,6.497742,6.505175
721,6.480398,6.506414
722,6.480398,6.5070333
723,6.465532,6.500839
724,6.451905,6.487212
725,6.4351807,6.4729652
726,6.4382777,6.47854
727,6.4481883,6.48969
728,6.4419937,6.4822564
729,6.433322,6.4649124
730,6.430225,6.4562407
731,6.424031,6.4488077
732,6.4184556,6.4426136
733,6.409165,6.434561
734,6.399254,6.4277472
735,6.4017315,6.42465
736,6.404209,6.424031
737,6.4035897,6.427128
738,6.4116426,6.4327025
739,6.4035897,6.4265084
740,6.4017315,6.4327025
741,6.4048285,6.4426136
742,6.4048285,6.443233
743,6.4060674,6.4457107
744,6.402351,6.4407554
745,6.4203143,6.450666
746,6.4413743,6.475443
747,6.453763,6.4791594
748,6.458099,6.4810176
749,6.462435,6.4822564
750,6.46739,6.479779
751,6.466771,6.477301
752,6.4680095,6.4766817
753,6.463054,6.4779205
754,6.4680095,6.4779205
755,6.4686294,6.479779
756,6.469249,6.4766817
757,6.4611964,6.472346
758,6.4587183,6.474204
759,6.4457107,6.471107
760,6.447569,6.475443
761,6.4351807,6.4748235
762,6.424031,6.465532
763,6.4153585,6.453763
764,6.4190755,6.461816
765,6.4327025,6.470487
766,6.4339414,6.466771
767,6.436419,6.463674
768,6.4234114,6.466771
769,6.4153585,6.459957
770,6.409165,6.4593377
771,6.4035897,6.450666
772,6.3930597,6.452524
773,6.38191,6.4488077
774,6.3825293,6.4512854
775,6.3769546,6.4562407
776,6.3788133,6.451905
777,6.365805,6.4457107
778,6.354036,6.4469495
779,6.3534164,6.4469495
780,6.3441253,6.4407554
781,6.334834,6.4388967
782,6.3397894,6.4358
783,6.3459835,6.443852
784,6.3583717,6.44633
785,6.3676634,6.4370384
786,6.367044,6.4314637
787,6.368902,6.4221725
788,6.374477,6.4234114
789,6.3719993,6.4190755
790,6.37138,6.4104033
791,6.3781934,6.4097843
792,6.3750963,6.4104033
793,6.38191,6.412262
794,6.3800516,6.4153585
795,6.390582,6.419695
796,6.386246,6.4097843
797,6.38191,6.412881
798,6.3750963,6.4029703
799,6.370141,6.4004927
800,6.3608494,6.3942986
801,6.368902,6.396157
802,6.3788133,6.4135003
803,6.3973956,6.4147396
804,6.39244,6.406687
805,6.3874846,6.3955374
806,6.3738575,6.389962
807,6.377574,6.3825293
808,6.3676634,6.379432
809,6.3608494,6.3707604
810,6.355275,6.3620887
811,6.3534164,6.358991
812,6.3385506,6.3441253
813,6.3286395,6.3373117
814,6.3255424,6.3286395
815,6.311296,6.326162
816,6.3057213,6.3181095
817,6.293952,6.30634
818,6.2834215,6.311915
819,6.277847,6.3057213
820,6.2797055,6.311915
821,6.2914743,6.331737
822,6.311915,6.3447447
823,6.31749,6.3490806
824,6.3267817,6.3503194
825,6.320587,6.3534164
826,6.323684,6.3527975
827,6.318729,6.350939
828,6.3193483,6.358991
829,6.332356,6.368902
830,6.3335953,6.373238
831,6.3335953,6.3757157
832,6.3298783,6.3769546
833,6.331737,6.381291
834,6.3137736,6.3800516
835,6.3150125,6.3893433
836,6.311296,6.3930597
837,6.30634,6.3843875
838,6.2914743,6.3800516
839,6.2982883,6.385007
840,6.318729,6.4073067
841,6.324304,6.4060674
842,6.3292594,6.396776
843,6.3212066,6.3973956
844,6.3212066,6.3843875
845,6.312535,6.3788133
846,6.3026237,6.3726187
847,6.29581,6.374477
848,6.29581,6.377574
849,6.2920938,6.376335
850,6.289616,6.376335
851,6.287758,6.368902
852,6.277847,6.368902
853,6.269175,6.3738575
854,6.2654586,6.374477
855,6.2518315,6.3651857
856,6.2561674,6.359611
857,6.25369,6.3583717
858,6.2611227,6.368283
859,6.278466,6.380671
860,6.2871385,6.3837686
861,6.295191,6.377574
862,6.3026237,6.377574
863,6.3038626,6.3769546
864,6.3094373,6.3695216
865,6.311296,6.362708
866,6.311915,6.365805
867,6.324923,6.3651857
868,6.3311176,6.362708
869,6.3397894,6.3639464
870,6.33917,6.3608494
871,6.3379307,6.3546553
872,6.332356,6.346603
873,6.3329754,6.341028
874,6.3212066,6.33917
875,6.3106766,6.3274007
876,6.3088183,6.3199677
877,6.3057213,6.323065
878,6.311915,6.3298783
879,6.315632,6.3274007
880,6.3199677,6.3168707
881,6.3106766,6.320587
882,6.311296,6.3143926
883,6.304482,6.3162513
884,6.300146,6.3038626
885,6.289616,6.30634
886,6.280325,6.3143926
887,6.280944,6.31749
888,6.275369,6.324923
889,6.2685556,6.32802
890,6.2580256,6.341028
891,6.246876,6.33917
892,6.23201,6.341028
893,6.2177634,6.33917
894,6.2066135,6.341028
895,6.2035165,6.33917
896,6.2128077,6.3521776
897,6.2214794,6.3639464
898,6.227674,6.3497
899,6.2282934,6.351558
900,6.2245765,6.3404083
901,6.23139,6.342267
902,6.2295322,6.3329754
903,6.2282934,6.324923
904,6.2344875,6.3298783
905,6.2344875,6.323684
906,6.238204,6.323684
907,6.2450175,6.3292594
908,6.25369,6.32802
909,6.254309,6.323065
910,6.249973,6.3224454
911,6.2524505,6.3168707
912,6.240062,6.3088183
913,6.2332487,6.295191
914,6.2388234,6.29581
915,6.247495,6.3020043
916,6.2561674,6.305102
917,6.2524505,6.2933326
918,6.2561674,6.277847
919,6.2357264,6.2654586
920,6.2326293,6.2524505
921,6.2245765,6.24254
922,6.22086,6.2388234
923,6.219621,6.2282934
924,6.213427,6.2233377
925,6.2078524,6.216524
926,6.2016582,6.209091
927,6.196703,6.2035165
928,6.191128,6.2016582
929,6.1799784,6.201039
930,6.169448,6.2035165
931,6.163873,6.200419
932,6.151485,6.2016582
933,6.153343,6.216524
934,6.163873,6.2270546
935,6.176881,6.2357264
936,6.1793585,6.238204
937,6.181217,6.236965
938,6.1737843,6.240062
939,6.1756425,6.236346
940,6.1719255,6.243779
941,6.1737843,6.2481146
942,6.176881,6.254309
943,6.1787395,6.2642198
944,6.185553,6.2741303
945,6.1880307,6.275369
946,6.1985607,6.28528
947,6.192986,6.292713
948,6.196083,6.305102
949,6.1979413,6.3143926
950,6.1923666,6.313154
951,6.18927,6.308199
952,6.1917477,6.3162513
953,6.2159047,6.342267
954,6.2245765,6.345364
955,6.2338676,6.3397894
956,6.2326293,6.3342147
957,6.23201,6.332356
958,6.230771,6.3181095
959,6.225816,6.318729
960,6.23201,6.31749
961,6.23201,6.324304
962,6.236965,6.315632
963,6.239443,6.311296
964,6.238204,6.301385
965,6.2406816,6.301385
966,6.2233377,6.2945714
967,6.2227187,6.2995267
968,6.219002,6.295191
969,6.2171435,6.2834215
970,6.1991806,6.27475
971,6.205994,6.276608
972,6.2121882,6.289616
973,6.21033,6.2815638
974,6.2053742,6.267936
975,6.1991806,6.2605033
976,6.18865,6.2388234
977,6.1818366,6.230771
978,6.1719255,6.2251964
979,6.163873,6.2245765
980,6.1595373,6.2159047
981,6.155821,6.2177634
982,6.153343,6.2171435
983,6.151485,6.2140465
984,6.139716,6.207233
985,6.134141,6.204136
986,6.127947,6.2097106
987,6.11432,6.21033
988,6.1130805,6.209091
989,6.112461,6.2053742
990,6.1217527,6.2227187
991,6.138477,6.239443
992,6.146529,6.236965
993,6.147149,6.238204
994,6.1490073,6.239443
995,6.1521044,6.2450175
996,6.1564403,6.246876
997,6.151485,6.244398
998,6.143432,6.2406816
999,6.141574,6.2481146
1000,6.145291,6.245637
1001,6.138477,6.2574058
1002,6.140335,6.2623615
1003,6.1390963,6.2592645
1004,6.12485,6.266078
1005,6.125469,6.2642198
1006,6.1087446,6.2623615
1007,6.108125,6.25369
1008,6.106267,6.2518315
1009,6.119894,6.2654586
1010,6.132902,6.280944
1011,6.141574,6.270414
1012,6.143432,6.255548
1013,6.142194,6.254928
1014,6.143432,6.243779
1015,6.139716,6.236965
1016,6.145291,6.2264347
1017,6.145291,6.2270546
1018,6.1483874,6.219621
1019,6.1539626,6.22086
1020,6.152724,6.211569
1021,6.154582,6.2078524
1022,6.154582,6.2053742
1023,6.151485,6.1979413
1024,6.1477685,6.1985607
1025,6.1409545,6.1830754
1026,6.1304245,6.17812
1027,6.132902,6.1669703
1028,6.139716,6.191128
1029,6.153343,6.1954637
1030,6.1496267,6.186792
1031,6.146529,6.180598
1032,6.134141,6.1756425
1033,6.1273274,6.172545
1034,6.110603,6.1613955
1035,6.097595,6.1582985
1036,6.0901623,6.1570597
1037,6.085826,6.1582985
1038,6.064766,6.150865
