,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
32,-0.025396323,-0.026015745,-0.043978997,-0.024157478,-0.0080524925,0.059464563,-0.029112857,-0.045217842,-0.017963253,-0.026015745,-0.029732281,-0.027254589,-0.042740155,-0.029112857,-0.029732281,-0.017963253,-0.023538055,-0.024157478,0.040881883,-0.013007873,-0.03964304,-0.03220997,-0.046456687
33,-0.028493434,-0.030351702,-0.046456687,-0.025396323,-0.0074330703,0.060703404,-0.026635168,-0.045837265,-0.014246717,-0.024776898,-0.024776898,-0.030351702,-0.039023615,-0.026015745,-0.027874013,-0.013627294,-0.017963253,-0.021060364,0.038404197,-0.013627294,-0.038404197,-0.03220997,-0.047695532
34,-0.03468766,-0.030971127,-0.04707611,-0.029112857,-0.009291338,0.06256167,-0.025396323,-0.052650914,-0.012388449,-0.022918632,-0.017963253,-0.029112857,-0.042740155,-0.030351702,-0.028493434,-0.015485563,-0.016724408,-0.019202098,0.040262464,-0.014246717,-0.038404197,-0.03220997,-0.047695532
35,-0.03220997,-0.029732281,-0.046456687,-0.027254589,-0.0074330703,0.06256167,-0.02229921,-0.046456687,-0.013007873,-0.02229921,-0.014866141,-0.03220997,-0.040262464,-0.03220997,-0.027874013,-0.014246717,-0.017963253,-0.011769027,0.043359574,-0.016104985,-0.04212073,-0.033448815,-0.043978997
36,-0.03220997,-0.030351702,-0.048314955,-0.02229921,-0.006813647,0.06441994,-0.022918632,-0.049553797,-0.011769027,-0.017963253,-0.014866141,-0.029112857,-0.03778477,-0.035926506,-0.027874013,-0.010530182,-0.019202098,-0.010530182,0.04707611,-0.01734383,-0.043978997,-0.035926506,-0.048934378
37,-0.039023615,-0.029112857,-0.042740155,-0.036545925,-0.011769027,0.036545925,-0.03778477,-0.043978997,-0.023538055,-0.027254589,-0.024157478,-0.029112857,-0.03964304,-0.04212073,-0.03468766,-0.024157478,-0.03778477,-0.023538055,0.045217842,-0.026015745,-0.04459842,-0.045217842,-0.047695532
38,-0.04150131,-0.030971127,-0.048934378,-0.04459842,-0.020440942,0.024157478,-0.040262464,-0.04150131,-0.029732281,-0.028493434,-0.024157478,-0.03220997,-0.042740155,-0.047695532,-0.03716535,-0.031590547,-0.04212073,-0.032829393,0.045217842,-0.031590547,-0.04707611,-0.046456687,-0.054509178
39,-0.042740155,-0.033448815,-0.053270336,-0.043359574,-0.029112857,0.026015745,-0.04459842,-0.043359574,-0.029732281,-0.028493434,-0.026635168,-0.036545925,-0.043359574,-0.047695532,-0.039023615,-0.03468766,-0.043359574,-0.03716535,0.043359574,-0.033448815,-0.046456687,-0.048314955,-0.05141207
40,-0.04150131,-0.027254589,-0.052650914,-0.043359574,-0.027874013,0.027254589,-0.043978997,-0.043978997,-0.028493434,-0.031590547,-0.02229921,-0.040881883,-0.04459842,-0.05203149,-0.03778477,-0.03468766,-0.042740155,-0.035926506,0.039023615,-0.036545925,-0.04707611,-0.047695532,-0.05636745
41,-0.038404197,-0.030971127,-0.055748027,-0.040881883,-0.029112857,0.026635168,-0.04212073,-0.04459842,-0.030351702,-0.03220997,-0.027874013,-0.040262464,-0.040881883,-0.053270336,-0.038404197,-0.03716535,-0.040262464,-0.035307083,0.03964304,-0.03778477,-0.048934378,-0.04707611,-0.052650914
42,-0.038404197,-0.029732281,-0.05636745,-0.040262464,-0.026635168,0.029732281,-0.040881883,-0.04707611,-0.030971127,-0.029112857,-0.029112857,-0.03778477,-0.043978997,-0.05141207,-0.033448815,-0.03468766,-0.043359574,-0.03220997,0.03778477,-0.036545925,-0.045837265,-0.04707611,-0.047695532
43,-0.036545925,-0.031590547,-0.059464563,-0.04150131,-0.029112857,0.030971127,-0.04459842,-0.042740155,-0.031590547,-0.031590547,-0.029732281,-0.039023615,-0.048934378,-0.046456687,-0.03468766,-0.035307083,-0.03964304,-0.031590547,0.035926506,-0.033448815,-0.04459842,-0.04707611,-0.040881883
44,-0.031590547,-0.030971127,-0.060703404,-0.045837265,-0.028493434,0.03778477,-0.043359574,-0.043359574,-0.03220997,-0.027254589,-0.030971127,-0.03964304,-0.049553797,-0.04212073,-0.036545925,-0.034068238,-0.048314955,-0.03220997,0.033448815,-0.032829393,-0.04707611,-0.045837265,-0.043978997
45,-0.027254589,-0.029732281,-0.05884514,-0.045217842,-0.035307083,0.04150131,-0.043359574,-0.046456687,-0.028493434,-0.031590547,-0.033448815,-0.043978997,-0.045837265,-0.04212073,-0.03468766,-0.03716535,-0.045837265,-0.034068238,0.034068238,-0.033448815,-0.043978997,-0.050792646,-0.040881883
46,-0.021679787,-0.022918632,-0.05698687,-0.043359574,-0.026015745,0.03220997,-0.036545925,-0.03964304,-0.026635168,-0.025396323,-0.026015745,-0.046456687,-0.038404197,-0.03716535,-0.029732281,-0.030971127,-0.033448815,-0.029732281,0.025396323,-0.03468766,-0.035926506,-0.04707611,-0.03778477
47,-0.011149605,-0.0080524925,-0.03778477,-0.027874013,-0.0061942246,-0.001238845,-0.013007873,-0.015485563,-0.010530182,0.001238845,0.0,-0.031590547,-0.020440942,-0.021679787,-0.010530182,-0.011149605,-0.019202098,-0.0061942246,-0.001238845,-0.025396323,-0.016724408,-0.022918632,-0.018582676
48,-0.009291338,-0.00247769,-0.027874013,-0.023538055,-0.001238845,-0.010530182,-0.006813647,-0.013627294,-0.001238845,0.014246717,0.00247769,-0.029732281,-0.012388449,-0.011769027,0.0006194225,0.00247769,-0.014246717,0.001238845,-0.00991076,-0.017963253,-0.0061942246,-0.016724408,-0.011769027
49,-0.0055748024,-0.0006194225,-0.022918632,-0.022918632,0.0030971123,-0.016104985,-0.0006194225,-0.016724408,-0.0061942246,0.011769027,0.0,-0.029732281,-0.016104985,-0.009291338,0.001238845,0.0,-0.013007873,-0.0061942246,-0.020440942,-0.020440942,-0.006813647,-0.015485563,-0.010530182
50,-0.010530182,-0.0061942246,-0.024157478,-0.027254589,-0.0018582676,-0.026015745,-0.0006194225,-0.019202098,-0.00991076,0.011149605,0.0018582676,-0.030971127,-0.017963253,-0.00991076,-0.001238845,-0.001238845,-0.013627294,-0.00247769,-0.023538055,-0.01734383,-0.006813647,-0.016104985,-0.008671915
51,-0.011149605,-0.009291338,-0.022918632,-0.027874013,-0.0018582676,-0.028493434,-0.0018582676,-0.026635168,-0.011769027,0.011149605,-0.0055748024,-0.032829393,-0.01982152,-0.00247769,-0.0030971123,-0.0043359576,-0.017963253,-0.0055748024,-0.022918632,-0.016104985,-0.008671915,-0.021679787,-0.010530182
52,-0.011149605,-0.011149605,-0.026015745,-0.030351702,-0.0018582676,-0.03220997,0.001238845,-0.031590547,-0.009291338,0.0061942246,-0.0074330703,-0.03964304,-0.021060364,-0.00495538,-0.008671915,-0.008671915,-0.021060364,-0.010530182,-0.029112857,-0.018582676,-0.009291338,-0.01982152,-0.016724408
53,-0.01734383,-0.016724408,-0.026015745,-0.029112857,-0.0074330703,-0.03716535,-0.0018582676,-0.03778477,-0.014246717,0.0055748024,-0.010530182,-0.04459842,-0.01982152,-0.0080524925,-0.009291338,-0.010530182,-0.023538055,-0.018582676,-0.031590547,-0.019202098,-0.008671915,-0.014866141,-0.017963253
54,-0.026015745,-0.02229921,-0.029112857,-0.035926506,-0.011149605,-0.04212073,-0.0006194225,-0.047695532,-0.01982152,-0.0037165352,-0.013007873,-0.048314955,-0.026015745,-0.011769027,-0.015485563,-0.013007873,-0.028493434,-0.021060364,-0.032829393,-0.023538055,-0.013627294,-0.023538055,-0.02229921
55,-0.027254589,-0.021679787,-0.027254589,-0.036545925,-0.015485563,-0.048934378,0.0006194225,-0.054509178,-0.02229921,-0.0037165352,-0.015485563,-0.04707611,-0.029732281,-0.014866141,-0.016724408,-0.015485563,-0.033448815,-0.024157478,-0.04150131,-0.017963253,-0.017963253,-0.018582676,-0.024776898
56,-0.032829393,-0.024776898,-0.028493434,-0.040262464,-0.011149605,-0.049553797,-0.00495538,-0.054509178,-0.025396323,-0.0061942246,-0.02229921,-0.050173223,-0.033448815,-0.011149605,-0.021679787,-0.021679787,-0.04150131,-0.024776898,-0.043359574,-0.01982152,-0.022918632,-0.024776898,-0.029732281
57,-0.036545925,-0.029732281,-0.026015745,-0.038404197,-0.014866141,-0.050173223,-0.006813647,-0.061942253,-0.03468766,-0.0080524925,-0.032829393,-0.05388976,-0.036545925,-0.010530182,-0.030351702,-0.025396323,-0.047695532,-0.028493434,-0.040262464,-0.014866141,-0.027254589,-0.024157478,-0.030971127
58,-0.04212073,-0.034068238,-0.022918632,-0.04707611,-0.018582676,-0.0551286,-0.0043359576,-0.066278204,-0.03716535,-0.016724408,-0.035307083,-0.05203149,-0.03964304,-0.015485563,-0.035307083,-0.031590547,-0.048934378,-0.034068238,-0.042740155,-0.017963253,-0.029732281,-0.023538055,-0.036545925
59,-0.045217842,-0.035307083,-0.027874013,-0.050173223,-0.023538055,-0.05698687,-0.00991076,-0.06999475,-0.039023615,-0.01982152,-0.042740155,-0.055748027,-0.04150131,-0.016104985,-0.04150131,-0.034068238,-0.052650914,-0.036545925,-0.045837265,-0.020440942,-0.03716535,-0.030351702,-0.043978997
60,-0.05141207,-0.039023615,-0.032829393,-0.050792646,-0.025396323,-0.05636745,-0.013627294,-0.0743307,-0.046456687,-0.027874013,-0.040881883,-0.058225714,-0.046456687,-0.024776898,-0.040881883,-0.033448815,-0.05388976,-0.035307083,-0.048314955,-0.021679787,-0.03964304,-0.030351702,-0.045837265
61,-0.05698687,-0.03964304,-0.03220997,-0.052650914,-0.01982152,-0.0551286,-0.013007873,-0.08052493,-0.046456687,-0.027254589,-0.045837265,-0.059464563,-0.045217842,-0.021060364,-0.050173223,-0.040881883,-0.052650914,-0.040262464,-0.054509178,-0.027874013,-0.045217842,-0.029112857,-0.047695532
62,-0.061942253,-0.040262464,-0.029732281,-0.050173223,-0.021679787,-0.053270336,-0.015485563,-0.07866666,-0.05141207,-0.029732281,-0.048934378,-0.059464563,-0.054509178,-0.02229921,-0.047695532,-0.038404197,-0.058225714,-0.043359574,-0.048934378,-0.029732281,-0.048314955,-0.028493434,-0.045217842
63,-0.060703404,-0.038404197,-0.03220997,-0.0551286,-0.022918632,-0.050173223,-0.020440942,-0.08052493,-0.05698687,-0.034068238,-0.06132283,-0.055748027,-0.0551286,-0.027874013,-0.047695532,-0.040262464,-0.05884514,-0.038404197,-0.050792646,-0.022918632,-0.050792646,-0.031590547,-0.050792646
64,-0.06256167,-0.039023615,-0.031590547,-0.05884514,-0.027254589,-0.053270336,-0.030351702,-0.07866666,-0.06008398,-0.035307083,-0.06441994,-0.059464563,-0.05698687,-0.026015745,-0.05141207,-0.04212073,-0.06256167,-0.042740155,-0.052650914,-0.029732281,-0.05884514,-0.031590547,-0.05141207
65,-0.06751705,-0.04459842,-0.035307083,-0.06441994,-0.03220997,-0.050173223,-0.03220997,-0.08114435,-0.059464563,-0.03964304,-0.068136476,-0.058225714,-0.05388976,-0.029112857,-0.05388976,-0.045217842,-0.05884514,-0.04212073,-0.053270336,-0.03220997,-0.05698687,-0.03778477,-0.054509178
66,-0.07247244,-0.045217842,-0.03716535,-0.06689763,-0.031590547,-0.050792646,-0.033448815,-0.08176377,-0.061942253,-0.03778477,-0.06937532,-0.060703404,-0.054509178,-0.036545925,-0.0551286,-0.046456687,-0.05760629,-0.045217842,-0.05698687,-0.031590547,-0.06008398,-0.035307083,-0.058225714
67,-0.07680839,-0.048934378,-0.04212073,-0.065658785,-0.032829393,-0.048934378,-0.035307083,-0.07804723,-0.06503936,-0.042740155,-0.06999475,-0.06256167,-0.05203149,-0.035307083,-0.054509178,-0.04707611,-0.05636745,-0.045217842,-0.05636745,-0.039023615,-0.058225714,-0.033448815,-0.066278204
68,-0.07247244,-0.046456687,-0.03964304,-0.065658785,-0.032829393,-0.047695532,-0.040262464,-0.08052493,-0.06132283,-0.03964304,-0.07185301,-0.06256167,-0.052650914,-0.03964304,-0.055748027,-0.047695532,-0.053270336,-0.04459842,-0.060703404,-0.04707611,-0.06689763,-0.03964304,-0.07061417
69,-0.07680839,-0.050173223,-0.048934378,-0.07495012,-0.047695532,-0.060703404,-0.045217842,-0.08238319,-0.06689763,-0.040262464,-0.07742781,-0.08424146,-0.06256167,-0.046456687,-0.05141207,-0.05388976,-0.06441994,-0.049553797,-0.07866666,-0.06008398,-0.066278204,-0.05203149,-0.066278204
70,-0.21370076,-0.16104986,-0.18025194,-0.23228344,-0.21803671,-0.09724933,-0.20317058,-0.16166927,-0.19635692,-0.17963253,-0.27068764,-0.2174173,-0.12574278,-0.19697636,-0.1486614,-0.19883463,-0.16724408,-0.16476639,-0.23104458,-0.23847768,-0.22856691,-0.20502885,-0.2229921
71,-0.24591073,-0.1814908,-0.18954328,-0.2558215,-0.24033593,-0.09601049,-0.21308134,-0.1734383,-0.20874538,-0.19821519,-0.28431493,-0.23352228,-0.14494488,-0.22175327,-0.14928082,-0.2254698,-0.16910236,-0.17777427,-0.25148556,-0.2694488,-0.23847768,-0.22856691,-0.24343304
72,-0.24962726,-0.2013123,-0.20317058,-0.2805984,-0.23847768,-0.10158529,-0.21803671,-0.18396848,-0.2093648,-0.2254698,-0.3103307,-0.26015744,-0.16104986,-0.24405245,-0.17219944,-0.23538056,-0.17653541,-0.20812596,-0.26573226,-0.2781207,-0.25086612,-0.22423093,-0.27378476
73,-0.26759052,-0.20874538,-0.18520732,-0.27688187,-0.23599997,-0.09105511,-0.20750654,-0.19821519,-0.21865615,-0.2366194,-0.31776375,-0.2589186,-0.16043043,-0.24095534,-0.18644617,-0.23723881,-0.17096062,-0.22113383,-0.27378476,-0.3084724,-0.26263514,-0.22856691,-0.28369552
74,-0.27068764,-0.22608921,-0.1926404,-0.2725459,-0.22670864,-0.08795799,-0.21617846,-0.20874538,-0.2229921,-0.25024667,-0.34192124,-0.26077688,-0.16848291,-0.2533438,-0.20564827,-0.25953802,-0.1814908,-0.24343304,-0.29112858,-0.29918104,-0.263874,-0.22608921,-0.29856163
75,0.747643,0.599601,0.55438316,0.3524514,0.39581096,0.59092903,0.8064881,0.90435684,0.9235589,0.7445458,0.3710341,0.35369024,0.49120206,0.48067185,0.6863201,0.8244513,0.8207348,0.81392115,0.5934068,0.4490813,0.24343304,0.4348346,0.49677685
76,0.9576272,0.9124093,0.94152224,0.59588444,0.4404094,0.53641987,0.694992,0.8213542,1.0969973,1.0765563,0.759412,0.7445458,0.6386246,0.41996846,0.55004716,0.62685555,0.9148871,1.0536376,1.0344356,0.8362204,0.56429386,0.41253537,0.4131548
77,0.6751705,0.8393175,1.1812387,0.8665721,0.80153275,0.7674645,0.60145926,0.56491333,0.87896055,0.84117573,0.86161673,0.98426235,1.0201889,0.6943726,0.4156325,0.3933333,0.70923877,0.79657733,0.98550117,1.055496,0.92851436,0.7848083,0.50049335
78,0.47695535,0.6169448,1.030719,0.9830235,1.1583201,1.2022991,1.0059422,0.70614165,0.76622564,0.61384773,0.6906561,0.9879789,1.2413228,1.0195695,0.7767558,0.7024251,0.7302991,0.61322826,0.7705616,0.910551,1.0796534,1.1341627,0.951433
79,0.8145406,0.69189495,0.95576894,0.87648284,1.1657531,1.5553699,1.4686507,1.1688502,1.1601784,0.8052492,0.62809443,0.9037374,1.1013331,1.1620367,1.1533647,1.2022991,1.2029185,0.9099316,0.81516004,0.831265,0.93532795,1.2053962,1.2499946
80,94.525826,94.08462,94.236755,93.50648,94.13026,94.921394,95.2561,95.499535,95.499535,95.52996,95.01268,94.236755,93.52169,93.15655,93.15655,93.308685,93.79554,93.82597,93.52169,93.3239,93.05004,93.612976,93.52169
81,101.250496,101.250496,101.52435,100.77886,101.250496,101.81342,101.783,101.91992,101.91992,102.39156,102.19379,101.478714,100.70279,99.9725,99.60737,99.77473,99.9573,100.33765,100.41372,100.45936,100.18551,100.550644,100.07901
82,106.30161,106.05819,106.52983,106.103836,106.97104,107.579605,107.39703,107.33618,106.91018,107.30575,107.001465,106.87975,106.21033,105.93647,105.44962,104.96277,104.96277,105.16055,105.510475,105.64741,105.69305,106.33204,105.87562
83,114.852,114.33471,114.562935,114.213,115.49099,116.555984,116.099556,116.282135,115.643135,115.703995,115.52142,115.09542,114.608574,114.51728,114.09128,113.847855,113.75658,113.574005,113.54357,113.574005,113.786995,114.760704,114.82156
84,121.22675,120.51167,120.10089,119.75097,120.90725,122.07874,122.09396,122.5656,122.07874,122.00267,121.576675,120.60297,120.02482,119.87268,119.79661,119.6749,120.05525,119.720535,119.40105,119.11197,119.40105,120.05525,120.192184
85,424.72098,423.49963,421.97296,420.75162,422.88898,424.72098,422.58362,425.63696,425.63696,424.1103,423.49963,423.80496,421.97296,420.75162,416.78226,419.22495,418.61426,421.6676,420.75162,419.83563,420.4463,419.83563,420.4463
86,421.97296,421.3623,421.6676,421.3623,423.49963,424.72098,423.49963,425.0263,424.41565,425.63696,422.2783,421.6676,421.6676,421.6676,418.0036,417.0876,419.22495,419.53027,421.6676,419.53027,421.05695,421.3623,420.75162
87,424.1103,421.05695,420.4463,422.2783,423.49963,425.94232,425.33163,424.41565,424.1103,425.33163,422.88898,422.58362,422.2783,423.19427,420.4463,420.75162,420.4463,417.69824,419.22495,418.91962,420.75162,422.88898,421.3623
